0.000, 0.000, 0.000, 0.000, 0.112, 0.024, 0.028
0.000, 0.000, 0.000, 0.104, 0.053, 0.066, 0.105
0.000, 0.000, 0.000, 0.138, 0.000, 0.055, 0.259
0.000, 0.000, 0.000, 0.000, 0.008, 0.000, 0.510
0.000, 0.000, 0.000, 0.114, 0.000, 0.036, 0.809
0.000, 0.000, 0.000, 0.000, 0.130, 0.190, 0.000
0.000, 0.000, 0.000, 0.088, 0.025, 0.189, 0.078
0.000, 0.000, 0.000, 0.069, 0.000, 0.457, 0.397
0.000, 0.000, 0.000, 0.015, 0.000, 0.415, 0.614
0.000, 0.000, 0.000, 0.000, 0.000, 0.319, 0.834
0.000, 0.000, 0.000, 0.090, 0.000, 0.732, 0.076
0.000, 0.000, 0.000, 0.103, 0.000, 0.641, 0.029
0.000, 0.000, 0.000, 0.050, 0.123, 0.579, 0.354
0.000, 0.000, 0.000, 0.118, 0.012, 0.696, 0.656
0.000, 0.000, 0.000, 0.115, 0.000, 0.664, 0.938
0.000, 0.000, 0.000, 0.072, 0.000, 0.981, 0.000
0.000, 0.000, 0.000, 0.053, 0.125, 1.000, 0.016
0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.224
0.000, 0.000, 0.000, 0.013, 0.072, 0.986, 0.698
0.000, 0.000, 0.000, 0.080, 0.000, 0.951, 0.964
0.000, 0.000, 0.000, 0.000, 0.190, 0.000, 0.055
0.000, 0.000, 0.000, 0.047, 0.439, 0.000, 0.024
0.000, 0.000, 0.000, 0.000, 0.338, 0.000, 0.304
0.000, 0.000, 0.000, 0.025, 0.215, 0.000, 0.627
0.000, 0.000, 0.000, 0.008, 0.361, 0.091, 0.840
0.000, 0.000, 0.000, 0.000, 0.325, 0.399, 0.037
0.000, 0.000, 0.000, 0.000, 0.317, 0.232, 0.098
0.000, 0.000, 0.000, 0.128, 0.388, 0.371, 0.213
0.000, 0.000, 0.000, 0.000, 0.411, 0.287, 0.612
0.000, 0.000, 0.000, 0.035, 0.452, 0.422, 0.980
0.000, 0.000, 0.000, 0.000, 0.227, 0.511, 0.000
0.000, 0.000, 0.000, 0.000, 0.458, 0.748, 0.058
0.000, 0.000, 0.000, 0.045, 0.299, 0.529, 0.206
0.000, 0.000, 0.000, 0.000, 0.215, 0.805, 0.644
0.000, 0.000, 0.000, 0.000, 0.236, 0.535, 0.878
0.000, 0.000, 0.000, 0.000, 0.400, 1.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.195, 0.912, 0.117
0.000, 0.000, 0.000, 0.034, 0.194, 1.000, 0.363
0.000, 0.000, 0.000, 0.000, 0.296, 0.929, 0.587
0.000, 0.000, 0.000, 0.083, 0.466, 0.904, 0.971
0.000, 0.000, 0.000, 0.141, 0.641, 0.000, 0.098
0.000, 0.000, 0.000, 0.000, 0.751, 0.079, 0.105
0.000, 0.000, 0.000, 0.086, 0.683, 0.000, 0.256
0.000, 0.000, 0.000, 0.128, 0.663, 0.000, 0.644
0.000, 0.000, 0.000, 0.144, 0.767, 0.000, 0.937
0.000, 0.000, 0.000, 0.101, 0.573, 0.299, 0.085
0.000, 0.000, 0.000, 0.001, 0.518, 0.206, 0.200
0.000, 0.000, 0.000, 0.000, 0.542, 0.342, 0.330
0.000, 0.000, 0.000, 0.028, 0.536, 0.281, 0.649
0.000, 0.000, 0.000, 0.114, 0.707, 0.197, 0.933
0.000, 0.000, 0.000, 0.000, 0.692, 0.561, 0.000
0.000, 0.000, 0.000, 0.019, 0.784, 0.585, 0.089
0.000, 0.000, 0.000, 0.000, 0.639, 0.779, 0.207
0.000, 0.000, 0.000, 0.000, 0.696, 0.731, 0.506
0.000, 0.000, 0.000, 0.000, 0.663, 0.647, 0.874
0.000, 0.000, 0.000, 0.000, 0.577, 0.869, 0.081
0.000, 0.000, 0.000, 0.000, 0.574, 1.000, 0.153
0.000, 0.000, 0.000, 0.000, 0.748, 1.000, 0.250
0.000, 0.000, 0.000, 0.000, 0.636, 1.000, 0.525
0.000, 0.000, 0.000, 0.002, 0.517, 1.000, 0.916
0.000, 0.000, 0.000, 0.044, 0.949, 0.000, 0.000
0.000, 0.000, 0.000, 0.141, 0.965, 0.000, 0.041
0.000, 0.000, 0.000, 0.105, 0.999, 0.138, 0.299
0.000, 0.000, 0.000, 0.000, 0.992, 0.000, 0.526
0.000, 0.000, 0.000, 0.000, 0.973, 0.000, 0.930
0.000, 0.000, 0.000, 0.000, 0.976, 0.184, 0.000
0.000, 0.000, 0.000, 0.000, 1.000, 0.370, 0.162
0.000, 0.000, 0.000, 0.000, 1.000, 0.245, 0.261
0.000, 0.000, 0.000, 0.058, 0.992, 0.224, 0.690
0.000, 0.000, 0.000, 0.000, 1.000, 0.379, 0.912
0.000, 0.000, 0.000, 0.043, 0.857, 0.594, 0.000
0.000, 0.000, 0.000, 0.150, 1.000, 0.701, 0.196
0.000, 0.000, 0.000, 0.000, 1.000, 0.724, 0.338
0.000, 0.000, 0.000, 0.087, 0.865, 0.793, 0.652
0.000, 0.000, 0.000, 0.000, 0.898, 0.710, 0.983
0.000, 0.000, 0.000, 0.000, 0.864, 1.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.923, 1.000, 0.080
0.000, 0.000, 0.000, 0.000, 1.000, 0.888, 0.339
0.000, 0.000, 0.000, 0.127, 1.000, 0.927, 0.678
0.000, 0.000, 0.000, 0.000, 0.982, 0.881, 0.823
0.000, 0.000, 0.000, 0.216, 0.035, 0.057, 0.093
0.000, 0.000, 0.000, 0.477, 0.000, 0.000, 0.064
0.000, 0.000, 0.000, 0.297, 0.000, 0.000, 0.375
0.000, 0.000, 0.000, 0.273, 0.000, 0.031, 0.591
0.000, 0.000, 0.000, 0.291, 0.000, 0.043, 0.825
0.000, 0.000, 0.000, 0.283, 0.000, 0.458, 0.000
0.000, 0.000, 0.000, 0.323, 0.087, 0.479, 0.075
0.000, 0.000, 0.000, 0.245, 0.018, 0.318, 0.284
0.000, 0.000, 0.000, 0.402, 0.051, 0.232, 0.674
0.000, 0.000, 0.000, 0.410, 0.043, 0.202, 0.912
0.000, 0.000, 0.000, 0.332, 0.059, 0.698, 0.095
0.000, 0.000, 0.000, 0.458, 0.017, 0.620, 0.088
0.000, 0.000, 0.000, 0.441, 0.000, 0.571, 0.281
0.000, 0.000, 0.000, 0.438, 0.049, 0.590, 0.583
0.000, 0.000, 0.000, 0.232, 0.000, 0.674, 0.899
0.000, 0.000, 0.000, 0.181, 0.000, 0.860, 0.033
0.000, 0.000, 0.000, 0.292, 0.000, 0.883, 0.139
0.000, 0.000, 0.000, 0.272, 0.000, 1.000, 0.339
0.000, 0.000, 0.000, 0.338, 0.149, 0.845, 0.682
0.000, 0.000, 0.000, 0.229, 0.012, 0.851, 0.804
0.000, 0.000, 0.000, 0.327, 0.410, 0.000, 0.000
0.000, 0.000, 0.000, 0.198, 0.202, 0.000, 0.173
0.000, 0.000, 0.000, 0.376, 0.348, 0.000, 0.230
0.000, 0.000, 0.000, 0.317, 0.187, 0.142, 0.515
0.000, 0.000, 0.000, 0.244, 0.229, 0.074, 0.868
0.000, 0.000, 0.000, 0.349, 0.452, 0.410, 0.035
0.000, 0.000, 0.000, 0.232, 0.340, 0.353, 0.016
0.000, 0.000, 0.000, 0.479, 0.318, 0.213, 0.347
0.000, 0.000, 0.000, 0.391, 0.214, 0.472, 0.615
0.000, 0.000, 0.000, 0.222, 0.239, 0.295, 0.930
0.000, 0.000, 0.000, 0.460, 0.210, 0.642, 0.109
0.000, 0.000, 0.000, 0.382, 0.254, 0.537, 0.031
0.000, 0.000, 0.000, 0.460, 0.362, 0.702, 0.258
0.000, 0.000, 0.000, 0.212, 0.305, 0.765, 0.681
0.000, 0.000, 0.000, 0.432, 0.420, 0.773, 0.930
0.000, 0.000, 0.000, 0.425, 0.296, 1.000, 0.000
0.000, 0.000, 0.000, 0.239, 0.433, 0.882, 0.172
0.000, 0.000, 0.000, 0.396, 0.471, 1.000, 0.213
0.000, 0.000, 0.000, 0.292, 0.366, 1.000, 0.506
0.000, 0.000, 0.000, 0.431, 0.186, 1.000, 0.812
0.000, 0.000, 0.000, 0.229, 0.767, 0.094, 0.110
0.000, 0.000, 0.000, 0.202, 0.801, 0.139, 0.102
0.000, 0.000, 0.000, 0.314, 0.634, 0.000, 0.283
0.000, 0.000, 0.000, 0.300, 0.515, 0.007, 0.585
0.000, 0.000, 0.000, 0.242, 0.696, 0.000, 0.890
0.000, 0.000, 0.000, 0.278, 0.636, 0.298, 0.000
0.000, 0.000, 0.000, 0.473, 0.619, 0.188, 0.194
0.000, 0.000, 0.000, 0.286, 0.721, 0.455, 0.275
0.000, 0.000, 0.000, 0.314, 0.514, 0.458, 0.599
0.000, 0.000, 0.000, 0.451, 0.531, 0.285, 0.914
0.000, 0.000, 0.000, 0.328, 0.654, 0.755, 0.097
0.000, 0.000, 0.000, 0.411, 0.555, 0.731, 0.051
0.000, 0.000, 0.000, 0.358, 0.530, 0.587, 0.285
0.000, 0.000, 0.000, 0.319, 0.542, 0.593, 0.654
0.000, 0.000, 0.000, 0.303, 0.716, 0.702, 0.906
0.000, 0.000, 0.000, 0.457, 0.753, 0.899, 0.030
0.000, 0.000, 0.000, 0.420, 0.529, 1.000, 0.070
0.000, 0.000, 0.000, 0.326, 0.538, 1.000, 0.212
0.000, 0.000, 0.000, 0.261, 0.714, 1.000, 0.633
0.000, 0.000, 0.000, 0.475, 0.604, 1.000, 0.846
0.000, 0.000, 0.000, 0.365, 0.917, 0.000, 0.019
0.000, 0.000, 0.000, 0.249, 1.000, 0.114, 0.047
0.000, 0.000, 0.000, 0.275, 0.881, 0.090, 0.363
0.000, 0.000, 0.000, 0.287, 1.000, 0.030, 0.619
0.000, 0.000, 0.000, 0.465, 1.000, 0.000, 0.952
0.000, 0.000, 0.000, 0.237, 0.880, 0.327, 0.059
0.000, 0.000, 0.000, 0.330, 1.000, 0.399, 0.129
0.000, 0.000, 0.000, 0.376, 0.967, 0.253, 0.282
0.000, 0.000, 0.000, 0.431, 1.000, 0.327, 0.641
0.000, 0.000, 0.000, 0.404, 0.993, 0.331, 0.934
0.000, 0.000, 0.000, 0.391, 1.000, 0.579, 0.081
